Feature name (optional)	Standard gene name (optional)	Chromosome (optional)	Start_coordinate (optional)	Stop_coordinate (optional)	Strand (optional)	Description (optional)	rep("Saccharomyces cerevisiae", nrow(inter))	paste0("https://www.yeastgenome.org/locus/", annotations_SC[,
YGR252W	GCN5	7	996869	998188	W	Catalytic subunit of ADA and SAGA histone acetyltransferase complexes; modifies N-terminal lysines on histones H2B and H3; acetylates Rsc4p, a subunit of the RSC chromatin-remodeling complex, altering replication stress tolerance; relocalizes to the cytosol in response to hypoxia; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; greater involvement in repression of RNAPII-dependent transcription than in activation	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003484
YGR253C	PUP2	7	999140	998358	C	Alpha 5 subunit of the 20S proteasome; involved in ubiquitin-dependent catabolism; human homolog is subunit zeta	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003485
YGR254W	ENO1	7	1000927	1002240	W	Enolase I, a phosphopyruvate hydratase; catalyzes conversion of 2-phosphoglycerate to phosphoenolpyruvate during glycolysis and the reverse reaction during gluconeogenesis; expression repressed in response to glucose; protein abundance increases in response to DNA replication stress; N-terminally propionylated in vivo; ENO1 has a paralog, ENO2, that arose from the whole genome duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003486
YGR255C	COQ6	7	1003962	1002523	C	Flavin-dependent monooxygenase involved in ubiquinone biosynthesis; responsible for hydroxylation at position C5 and deamination at C4 during ubiquinone (Coenzyme Q) biosynthesis; localizes to matrix face of mitochondrial inner membrane in a large complex with other ubiquinone biosynthetic enzymes; human homolog COQ6 can complement yeast null mutant and is implicated in steroid-resistant nephrotic syndrome (SRNS)	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003487
YGR256W	GND2	7	1004624	1006102	W	6-phosphogluconate dehydrogenase (decarboxylating); catalyzes an NADPH regenerating reaction in the pentose phosphate pathway; required for growth on D-glucono-delta-lactone; GND2 has a paralog, GND1, that arose from the whole genome duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003488
YGR257C	MTM1	7	1007305	1006205	C	Mitochondrial protein of the mitochondrial carrier family; high affinity pyridoxal 5'-phosphate (PLP) transporter, important for delivery of PLP cofactor to mitochondrial enzymes; involved in mitochondrial iron homeostasis and in activating mitochondrial Sod2p by facilitating insertion of an essential manganese cofactor	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003489
YGR258C	RAD2	7	1010766	1007671	C	Single-stranded DNA endonuclease; cleaves single-stranded DNA during nucleotide excision repair to excise damaged DNA; subunit of Nucleotide Excision Repair Factor 3 (NEF3); homolog of human XPG protein	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003490
YGR260W	TNA1	7	1012485	1014089	W	High affinity nicotinic acid plasma membrane permease; responsible for uptake of low levels of nicotinic acid; expression of the gene increases in the absence of extracellular nicotinic acid or para-aminobenzoate (PABA)	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003492
YGR259C		7	1012921	1012481	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps almost completely with the verified ORF TNA1/YGR260W	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003491
YGR261C	APL6	7	1016750	1014321	C	Beta3-like subunit of the yeast AP-3 complex; functions in transport of alkaline phosphatase to the vacuole via the alternate pathway; exists in both cytosolic and peripherally associated membrane-bound pools	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003493
YGR262C	BUD32	7	1017759	1016974	C	Protein kinase; component of the EKC/KEOPS complex with Kae1p, Cgi121p, Pcc1p, and Gon7p; Pyrococcus Bud32 ortholog functions as a P-loop ATPase rather than a protein kinase in the context of the complex; EKC/KEOPS complex is required for t6A tRNA modification and telomeric TG1-3 recombination; may have role in transcription; mutation is functionally complemented by human TP53RK	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003494
YGR263C	SAY1	7	1019241	1017967	C	Sterol deacetylase; component of the sterol acetylation/deacetylation cycle along with Atf2p; active both in the endoplasmic reticulum (ER) and in lipid droplets; integral membrane protein with active site in the ER lumen; green fluorescent protein (GFP)-fusion protein localizes to the ER	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003495
YGR265W		7	1021648	1022058	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF MES1/YGR264C, which encodes methionyl-tRNA synthetase	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003497
YGR264C	MES1	7	1021853	1019598	C	Methionyl-tRNA synthetase; forms a complex with glutamyl-tRNA synthetase (Gus1p) and Arc1p, which increases the catalytic efficiency of both tRNA synthetases; also has a role in nuclear export of tRNAs; mutations in human ortholog MARS are associated with pediatric pulmonary alveolar proteinosis	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003496
YGR266W		7	1022656	1024761	W	Protein of unknown function; predicted to contain a single transmembrane domain; mutant has increased aneuploidy tolerance; localized to both the mitochondrial outer membrane and the plasma membrane; protein abundance increases in response to DNA replication stress	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003498
YGR267C	FOL2	7	1025735	1025004	C	GTP-cyclohydrolase I, catalyzes first step in folic acid biosynthesis; human homolog GCH1 is implicated in dopa-responsive dystonia (DRD), and can complement yeast null mutant	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003499
YGR269W		7	1026636	1026962	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF HUA1/YGR268C	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003501
YGR268C	HUA1	7	1026653	1026057	C	Cytoplasmic protein containing a zinc finger domain; sequence similarity to that of Type I J-proteins; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin patch assembly	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003500
YGR270W	YTA7	7	1027370	1031509	W	Protein that localizes to chromatin; has a role in regulation of histone gene expression; has a bromodomain-like region that interacts with the N-terminal tail of histone H3, and an ATPase domain; relocalizes to the cytosol in response to hypoxia; potentially phosphorylated by Cdc28p	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003502
YGR270C-A		7	1027600	1027382	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified ORF YTA7/YGR270W	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000028641
YGR271W	SLH1	7	1031791	1037694	W	Putative RNA helicase related to Ski2p; involved in translation inhibition of non-poly(A) mRNAs; required for repressing propagation of dsRNA viruses	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003503
YGR271C-A	EFG1	7	1038501	1037800	C	Essential protein required for maturation of 18S rRNA; null mutant is sensitive to hydroxyurea and is delayed in recovering from alpha-factor arrest; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000007608
YGR273C		7	1039239	1038715	C	Putative protein of unknown function; expression downregulated by treatment with 8-methoxypsoralen plus UVA irradiation; not an essential gene; YGR273C has a paralog, YMR295C, that arose from the whole genome duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003505
YGR274C	TAF1	7	1043095	1039895	C	TFIID subunit, involved in RNA pol II transcription initiation; possesses in vitro histone acetyltransferase activity but its role in vivo appears to be minor; involved in promoter binding and G1/S progression; relocalizes to the cytosol in response to hypoxia	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003506
YGR275W	RTT102	7	1043276	1043749	W	Component of both the SWI/SNF and RSC chromatin remodeling complexes; suggested role in chromosome maintenance; possible weak regulator of Ty1 transposition; protein abundance increases in response to DNA replication stress	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003507
YGR276C	RNH70	7	1045480	1043819	C	3'-5' exoribonuclease; required for maturation of 3' ends of 5S rRNA and tRNA-Arg3 from dicistronic transcripts	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003508
YGR277C	CAB4	7	1046561	1045644	C	Subunit of the CoA-Synthesizing Protein Complex (CoA-SPC); subunits of this complex are: Cab2p, Cab3p, Cab4p, Cab5p, Sis2p and Vhs3p; probable pantetheine-phosphate adenylyltransferase (PPAT); PPAT catalyzes the fourth step in the biosynthesis of coenzyme A from pantothenate; null mutant lethality is complemented by E. coli coaD (encoding PPAT) and by human COASY	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003509
YGR278W	CWC22	7	1046731	1048464	W	Spliceosome-associated protein that is required for pre-mRNA splicing; necessary for Prp2p function at the first catalytic step of splicing; has similarity to S. pombe Cwf22p; CWC22 is an essential protein	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003510
YGR279C	SCW4	7	1049958	1048798	C	Cell wall protein with similarity to glucanases; scw4 scw10 double mutants exhibit defects in mating; SCW4 has a paralog, SCW10, that arose from the whole genome duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003511
YGR280C	PXR1	7	1051725	1050910	C	Essential protein involved in rRNA and snoRNA maturation; competes with TLC1 RNA for binding to Est2p, suggesting a role in negative regulation of telomerase; human homolog inhibits telomerase; contains a G-patch RNA interacting domain	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003512
YGR281W	YOR1	7	1052824	1057257	W	Plasma membrane ATP-binding cassette (ABC) transporter; multidrug transporter mediates export of many different organic anions including oligomycin; homolog of human cystic fibrosis transmembrane receptor (CFTR)	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003513
YGR282C	BGL2	7	1058724	1057783	C	Endo-beta-1,3-glucanase; major protein of the cell wall, involved in cell wall maintenance; involved in incorporation of newly synthesized mannoprotein molecules into the cell wall	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003514
YGR283C		7	1060040	1059015	C	Putative methyltransferase; may interact with ribosomes, based on co-purification experiments; predicted to be involved in ribosome biogenesis; null mutant is resistant to fluconazole; GFP-fusion protein localizes to the nucleolus; YGR283C has a paralog, YMR310C, that arose from the whole genome duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003515
YGR284C	ERV29	7	1061590	1060658	C	Protein localized to COPII-coated vesicles; involved in vesicle formation and incorporation of specific secretory cargo; protein abundance increases in response to DNA replication stress	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003516
YGR285C	ZUO1	7	1063153	1061852	C	Ribosome-associated chaperone; zuotin functions in ribosome biogenesis and as a chaperone for nascent polypeptide chains in partnership with Ssz1p and SSb1/2; contains a DnaJ domain and functions as a J-protein partner for Ssb1p and Ssb2p; human gene DNAJC2 can partially complement yeast zuo1 null mutant	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003517
YGR286C	BIO2	7	1064940	1063813	C	Biotin synthase; catalyzes the conversion of dethiobiotin to biotin, which is the last step of the biotin biosynthesis pathway; complements E. coli bioB mutant	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003518
YGR287C	IMA1	7	1068991	1067222	C	Major isomaltase (alpha-1,6-glucosidase/alpha-methylglucosidase); required for isomaltose utilization; preferred specificity for isomaltose, alpha-methylglucoside, and palatinose, but also exhibits alpha-1,2 glucosidase activity on sucrose and kojibiose, and can cleave the 1,3-alpha linkage of nigerose and turanose and the alpha-1,5 linkage of leucrose in vitro; member of the IMA isomaltase family	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003519
YGR288W	MAL13	7	1070293	1071714	W	MAL-activator protein; part of complex locus MAL1; nonfunctional in genomic reference strain S288C	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003520
YGR290W		7	1075482	1075925	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; putative HLH protein; partially overlaps the verified ORF MAL11/YGR289C (a high-affinity maltose transporter)	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003522
YGR289C	MAL11	7	1075813	1073963	C	High-affinity maltose transporter (alpha-glucoside transporter); inducible; encoded in the MAL1 complex locus; broad substrate specificity that includes maltotriose; required for isomaltose utilization	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003521
YGR291C		7	1076504	1076283	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003523
YGR292W	MAL12	7	1076599	1078353	W	Maltase (alpha-D-glucosidase); inducible protein involved in maltose catabolism; encoded in the MAL1 complex locus; hydrolyzes the disaccharides maltose, turanose, maltotriose, and sucrose	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003524
YGR294W	PAU12	7	1080306	1080668	W	Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP fusion protein localizes to both the endoplasmic reticulum and vacuole	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003526
YGR293C		7	1080346	1079885	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YGR294W	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003525
YGR295C	COS6	7	1082729	1081584	C	Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved, often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003527
YGR296W	YRF1-3	7	1084864	1090591	W	Helicase encoded by the Y' element of subtelomeric regions; highly expressed in the mutants lacking the telomerase component TLC1; potentially phosphorylated by Cdc28p	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003528
YGR296C-A		7	1089445	1088870	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps TEL07R	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000028642
YGR296C-B		7	1090228	1089746	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; contained completely within TEL07R	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000028643
YHL050W-A		8	811	1293	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000028644
YHL050C		8	3311	445	C	Putative protein of unknown function; potential Cdc28p substrate	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001042
YHL049C		8	4541	3726	C	Putative protein of unknown function	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001041
YHL048C-A		8	5797	5663	C	Putative protein of unknown function; identified by expression profiling and mass spectrometry	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000028829
YHL048W	COS8	8	6401	7546	W	Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved, often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001040
YHL046W-A		8	9981	10307	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF ARN2/YHL047C	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000028775
YHL047C	ARN2	8	10213	8351	C	Transporter; member of the ARN family of transporters that specifically recognize siderophore-iron chelates; responsible for uptake of iron bound to the siderophore triacetylfusarinine C	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001039
YHL046C	PAU13	8	12285	11923	C	Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; expression is induced after ethanol shock; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001038
YHL045W		8	12502	12849	W	Putative protein of unknown function; not an essential gene	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001037
YHL044W		8	13565	14272	W	Putative integral membrane protein; member of DUP240 gene family; green fluorescent protein (GFP)-fusion protein localizes to the plasma membrane in a punctate pattern	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001036
YHL043W	ECM34	8	14901	15413	W	Protein of unknown function; member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; SWAT-GFP, seamless-GFP and mCherry C-terminal fusion proteins localize to the cytosol	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001035
YHL042W		8	15667	16119	W	Protein of unknown function; member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; SWAT-GFP and mCherry fusion proteins localize to the vacuole	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001034
YHL041W		8	17392	17841	W	Putative protein of unknown function; conserved across S. cerevisiae strains	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001033
YHL040C	ARN1	8	20971	19088	C	ARN family transporter for siderophore-iron chelates; responsible for uptake of iron bound to ferrirubin, ferrirhodin, and related siderophores; protein increases in abundance and relocalizes to the vacuole upon DNA replication stress	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001032
YHL039W	EFM1	8	21783	23540	W	Lysine methyltransferase; involved in the monomethylation of eEF1A (Tef1p/Tef2p); SET-domain family member; predicted involvement in ribosome biogenesis; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001031
YHL038C	CBP2	8	25509	23617	C	Required for splicing of the group I intron bI5 of the COB pre-mRNA; nuclear-encoded mitochondrial protein that binds to the RNA to promote splicing; also involved in but not essential for splicing of the COB bI2 intron and the intron in the 21S rRNA gene	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001030
YHL037C		8	26179	25778	C	Putative protein of unknown function; conserved among S. cerevisiae strains	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001029
YHL036W	MUP3	8	26241	27881	W	Low affinity methionine permease; similar to Mup1p	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001028
YHL035C	VMR1	8	32756	27978	C	Vacuolar membrane protein; involved in multiple drug resistance and metal sensitivity; ATP-binding cassette (ABC) family member involved in drug transport; potential Cdc28p substrate; induced under respiratory conditions; VMR1 has a paralog, YBT1, that arose from the whole genome duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001027
YHL034W-A		8	33176	33637	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF SBP1/YHL034C	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000028774
YHL034C	SBP1	8	34077	33193	C	Protein that binds eIF4G and has a role in repression of translation; has an RGG motif; found in cytoplasmic P bodies; binds to mRNAs under glucose starvation stress, most often in the 5' UTR; found associated with small nucleolar RNAs snR10 and snR11; SBP1 has a paralog, RNP1, that arose from the whole genome duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001026
YHL033C	RPL8A	8	36025	35255	C	Ribosomal 60S subunit protein L8A; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; L8 binds to Domain I of 25S and 5.8 S rRNAs; mutation results in decreased amounts of free 60S subunits; homologous to mammalian ribosomal protein L7A, no bacterial homolog; RPL8A has a paralog, RPL8B, that arose from the whole genome duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001025
YHL032C	GUT1	8	38508	36379	C	Glycerol kinase; converts glycerol to glycerol-3-phosphate; glucose repression of expression is mediated by Adr1p and Ino2p-Ino4p; derepression of expression on non-fermentable carbon sources is mediated by Opi1p and Rsf1p	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001024
YHL030W-A		8	39074	39535	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene GOS1/YHL031C	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000028773
YHL031C	GOS1	8	39486	38815	C	v-SNARE protein involved in Golgi transport; homolog of the mammalian protein GOS-28/GS28	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001023
YHL030W	ECM29	8	40084	45690	W	Scaffold protein; assists in association of the proteasome core particle with the regulatory particle; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001022
YHL029C	OCA5	8	47968	45929	C	Cytoplasmic protein required for replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001021
YHL028W	WSC4	8	48763	50580	W	Endoplasmic reticulum (ER) membrane protein; involved in the translocation of soluble secretory proteins and insertion of membrane proteins into the ER membrane; may also have a role in the stress response but has only partial functional overlap with WSC1-3	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001020
YHL027W	RIM101	8	51111	52988	W	Cys2His2 zinc-finger transcriptional repressor; involved in alkaline responsive gene repression as part of adaptation to alkaline conditions; involved in cell wall assembly; required for alkaline pH-stimulated haploid invasive growth and sporulation; activated by alkaline-dependent proteolytic processing which results in removal of the C-terminal tail; similar to A. nidulans PacC	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001019
YHL026C		8	54166	53219	C	Putative protein of unknown function; transcriptionally regulated by Upc2p via an upstream sterol response element; SWAT-GFP fusion protein localizes to the cell periphery, while mCherry fusion localizes to both the cell periphery and vacuole; YHL026C is not an essential gene; in 2005 the start site was moved 141 nt upstream (see Locus History)	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001018
YHL025W	SNF6	8	54851	55849	W	Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; functions interdependently in transcriptional activation with Snf2p and Snf5p; relocates to the cytosol under hypoxic conditions	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001017
YHL024W	RIM4	8	56649	58790	W	Putative RNA-binding protein; required for the expression of early and middle sporulation genes	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001016
YHL023C	NPR3	8	62563	59123	C	Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of SEAC, a coatomer-related complex that associates dynamically with the vacuole; Npr3p may have a structural or regulatory role, supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p, and leading to inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; null mutant has meiotic defects; human NPRL3 homolog	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001015
YHL022C	SPO11	8	64157	62961	C	Meiosis-specific protein that initiates meiotic recombination; initiates meiotic recombination by catalyzing the formation of double-strand breaks in DNA via a transesterification reaction; required for homologous chromosome pairing and synaptonemal complex formation	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001014
YHL021C	AIM17	8	65859	64462	C	Protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays reduced frequency of mitochondrial genome loss	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001013
YHL020C	OPI1	8	67456	66242	C	Transcriptional regulator of a variety of genes; phosphorylation by protein kinase A stimulates Opi1p function in negative regulation of phospholipid biosynthetic genes; involved in telomere maintenance; null exhibits disrupted mitochondrial metabolism and low cardiolipin content, strongly correlated with overproduction of inositol; binds to phosphatidic acid	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001012
YHL019W-A		8	67711	68304	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene APM2/YHL019C	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000028772
YHL019C	APM2	8	69548	67731	C	Protein of unknown function; homologous to the medium chain of mammalian clathrin-associated protein complex; involved in vesicular transport	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001011
YHL018W		8	69708	70070	W	Putative 4a-hydroxytetrahydrobiopterin dehydratase; green fluorescent protein (GFP)-fusion protein localizes to mitochondria and is induced in response to the DNA-damaging agent MMS	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001010
YHL017W		8	70276	71874	W	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles; YHL017W has a paralog, PTM1, that arose from the whole genome duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001009
YHL016C	DUR3	8	74244	72037	C	Plasma membrane transporter for both urea and polyamines; expression is highly sensitive to nitrogen catabolite repression and induced by allophanate, the last intermediate of the allantoin degradative pathway	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001008
YHL015W-A		8	74699	74782	W	Putative protein of unknown function	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000028828
YHL015W	RPS20	8	75412	75777	W	Protein component of the small (40S) ribosomal subunit; overproduction suppresses mutations affecting RNA polymerase III-dependent transcription; homologous to mammalian ribosomal protein S20 and bacterial S10	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001007
YHL014C	YLF2	8	77314	76097	C	Protein of unknown function; has weak similarity to E. coli GTP-binding protein gtp1; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001006
YHL013C	OTU2	8	78353	77430	C	Protein of unknown function; may interact with ribosomes, based on co-purification experiments; member of the ovarian tumor-like (OTU) superfamily of predicted cysteine proteases; shows cytoplasmic localization; protein abundance increases in response to DNA replication stress	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001005
YHL012W		8	78936	80417	W	Putative UTP glucose-1-phosphate uridylyltransferase; YHL012W has a paralog, UGP1, that arose from the whole genome duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001004
YHL011C	PRS3	8	81616	80654	C	5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase; synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynthesis; one of five related enzymes, which are active as heteromultimeric complexes	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001003
YHL010C	ETP1	8	83721	81964	C	Protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2, which is a cytoplasmic protein that binds nuclear localization sequences	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001002
YHL009C	YAP3	8	85060	84068	C	Basic leucine zipper (bZIP) transcription factor	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001001
YHL008C		8	94510	92627	C	Putative protein of unknown function; may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001000
YHL006W-A		8	97732	98085	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF STE20/YHL007C	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000028771
YHL007C	STE20	8	97937	95118	C	Cdc42p-activated signal transducing kinase; involved in pheromone response, pseudohyphal/invasive growth, vacuole inheritance, down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000000999
