Feature_name	Primary_SGDID	Feature_type	Feature_qualifier	Alias	Parent_feature_name	Secondary_SGDID	Genetic_position	Coordinate_version	Sequence_version	Description
YHR037W	S000001079	ORF	Verified	1-pyrroline-5-carboxylate dehydrogenase	chromosome 8	L000001536	24	2011-02-03	1996-07-31	Delta-1-pyrroline-5-carboxylate dehydrogenase; nuclear-encoded mitochondrial protein involved in utilization of proline as sole nitrogen source; deficiency of human homolog ALDH4A1 causes type II hyperprolinemia (HPII), an autosomal recessive inborn error of metabolism; human homolog ALDH4A1 can complement yeast null mutant
YHR038W	S000001080	ORF	Verified	FIL1|KIM4	chromosome 8	L000004366	NA	2011-02-03	1996-07-31	Mitochondrial ribosome recycling factor; essential for mitochondrial protein synthesis and for the maintenance of the respiratory function of mitochondria
YHR039C	S000001081	ORF	Verified	meiotic recombination directing protein	chromosome 8		NA	2011-02-03	1996-07-31	Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; msc7 mutants are defective in directing meiotic recombination events to homologous chromatids
YHR039C-A	S000002100	ORF	Verified	H(+)-transporting V1 sector ATPase subunit G|YHR039BC|YHR039C-B	chromosome 8	L000002954	NA	2011-02-03	1996-07-31	Subunit G of the V1 peripheral membrane domain of V-ATPase; part of the electrogenic proton pump found throughout the endomembrane system; involved in vacuolar acidification; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits
YHR040W	S000001082	ORF	Verified		chromosome 8		NA	2011-02-03	1996-07-31	Essential protein required for the accumulation of box C/D snoRNA
YHR041C	S000001083	ORF	Verified	MED20|HRS2	chromosome 8	L000002050|L000003586	NA	2011-02-03	1996-07-31	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; general transcription factor involved in telomere maintenance
YHR042W	S000001084	ORF	Verified	CPR1	chromosome 8	L000001482	NA	2011-02-03	1996-07-31	NADP-cytochrome P450 reductase; involved in ergosterol biosynthesis; associated and coordinately regulated with Erg11p
YHR043C	S000001085	ORF	Verified	2-deoxyglucose-6-phosphatase	chromosome 8	L000000516	NA	2011-02-03	1996-07-31	2-deoxyglucose-6-phosphate phosphatase; member of a family of low molecular weight phosphatases, induced by oxidative and osmotic stress, confers 2-deoxyglucose resistance when overexpressed; DOG2 has a paralog, DOG1, that arose from a single-locus duplication; the last half of DOG1 and DOG2 are subject to gene conversions among S. cerevisiae, S. paradoxus, and S. mikatae
YHR044C	S000001086	ORF	Verified	2-deoxyglucose-6-phosphatase	chromosome 8	L000000515	NA	2011-02-03	1996-07-31	2-deoxyglucose-6-phosphate phosphatase; member of a family of low molecular weight phosphatases; confers 2-deoxyglucose resistance when overexpressed; DOG1 has a paralog, DOG2, that arose from a single-locus duplication; the last half of DOG1 and DOG2 are subject to gene conversions among S. cerevisiae, S. paradoxus, and S. mikatae
YHR045W	S000001087	ORF	Uncharacterized		chromosome 8		NA	2011-02-03	1996-07-31	Putative protein of unknown function; possible role in iron metabolism and/or amino acid and carbohydrate metabolism; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum
YHR046C	S000001088	ORF	Verified	inositol monophosphate 1-phosphatase INM1	chromosome 8		NA	2011-02-03	1996-07-31	Inositol monophosphatase; involved in biosynthesis of inositol and in phosphoinositide second messenger signaling; INM1 expression increases in the presence of inositol and decreases upon exposure to antibipolar drugs lithium and valproate
YHR047C	S000001089	ORF	Verified	arginine/alanine aminopeptidase|AAP1'	chromosome 8	L000000006	NA	2011-02-03	1996-07-31	Arginine/alanine amino peptidase; overproduction stimulates glycogen accumulation; AAP1 has a paralog, APE2, that arose from the whole genome duplication
YHR048W	S000001090	ORF	Uncharacterized		chromosome 8		NA	2011-02-03	1996-07-31	Presumed antiporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; expression of gene is up-regulated in cells exhibiting reduced susceptibility to azoles
YHR049W	S000001091	ORF	Verified	putative serine hydrolase	chromosome 8		NA	2011-02-03	1996-07-31	Putative serine hydrolase; localizes to both the nucleus and cytoplasm; sequence is similar to S. cerevisiae Fsh2p and Fsh3p and the human candidate tumor suppressor OVCA2
YHR049C-A	S000003532	ORF	Dubious		chromosome 8		NA	2011-02-03	1996-07-31|2011-02-03	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YHR050W	S000001092	ORF	Verified	divalent metal ion transporter SMF2	chromosome 8	L000001932|L000001870	NA	2011-02-03	1996-07-31	Divalent metal ion transporter involved in manganese homeostasis; has broad specificity for di-valent and tri-valent metals; post-translationally regulated by levels of metal ions; member of the Nramp family of metal transport proteins
YHR050W-A	S000028832	ORF	Uncharacterized		chromosome 8		NA	2011-02-03	2003-07-29	Protein of unknown function; identified by expression profiling and mass spectrometry
YHR051W	S000001093	ORF	Verified	cytochrome c oxidase subunit VI	chromosome 8	L000000390	NA	2011-02-03	1996-07-31	Subunit VI of cytochrome c oxidase (Complex IV); Complex IV is the terminal member of the mitochondrial inner membrane electron transport chain; expression is regulated by oxygen levels
YHR052W	S000001094	ORF	Verified	NSA3	chromosome 8		NA	2011-02-03	1996-07-31	Essential protein that interacts with proteasome components; has a potential role in proteasome substrate specificity; also copurifies with 66S pre-ribosomal particles
YHR052W-A	S000028647	ORF	Dubious		chromosome 8		NA	2011-02-03	2003-07-29	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps CUP1-1
YHR053C	S000001095	ORF	Verified	metallothionein CUP1|CUP1	chromosome 8	L000000436	NA	2011-02-03	1996-07-31	Metallothionein; binds copper and mediates resistance to high concentrations of copper and cadmium; locus is variably amplified in different strains, with two copies, CUP1-1 and CUP1-2, in the genomic sequence reference strain S288C; CUP1-1 has a paralog, CUP1-2, that arose from a segmental duplication
YHR054C	S000001096	ORF	Uncharacterized		chromosome 8		NA	2011-02-03	1996-07-31	Putative protein of unknown function; partial duplicate of RSC30/YHR056C, truncated remnant of segmental duplication
YHR054W-A	S000028648	ORF	Dubious		chromosome 8		NA	2011-02-03	2003-07-29	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps CUP1-2
YHR055C	S000001097	ORF	Verified	metallothionein CUP1|CUP1	chromosome 8		NA	2011-02-03	1996-07-31	Metallothionein; binds copper and mediates resistance to high concentrations of copper and cadmium; locus is variably amplified in different strains, with two copies, CUP1-1 and CUP1-2, in the genomic sequence reference strain S288C; CUP1-2 has a paralog, CUP1-1, that arose from a segmental duplication
YHR056W-A	S000028777	ORF	Dubious		chromosome 8		NA	2011-02-03	2004-01-29|2011-02-03|2003-07-29	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps ORF RSC30/YHR056C
YHR056C	S000001098	ORF	Verified		chromosome 8		NA	2011-02-03	2004-01-29|1996-07-31|2011-02-03	Component of the RSC chromatin remodeling complex; non-essential gene required for regulation of ribosomal protein genes and the cell wall/stress response; null mutants are osmosensitive; RSC30 has a paralog, RSC3, that arose from the whole genome duplication
YHR057C	S000001099	ORF	Verified	peptidylprolyl isomerase CPR2|CYP2	chromosome 8	L000000463	NA	2011-02-03	1996-07-31	Peptidyl-prolyl cis-trans isomerase (cyclophilin); catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; potential role in the secretory pathway; seamless-GFP and mCherry fusion proteins localize to the vacuole, while SWAT-GFP fusion localizes to both the endoplasmic reticulum and vacuole; suppresses toxicity of slow-folding human Z-type alpha1-antitrypsin variant associated with liver cirrhosis and emphysema
YHR058C	S000001100	ORF	Verified	mediator complex subunit MED6	chromosome 8	L000003569	NA	2011-02-03	1996-07-31	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; protein abundance increases in response to DNA replication stress
YHR059W	S000001101	ORF	Verified		chromosome 8		NA	2011-02-03	1996-07-31	Protein of unknown function; required for survival upon exposure to K1 killer toxin
YHR060W	S000001102	ORF	Verified	VPH6|CEV1	chromosome 8	L000002789	NA	2011-02-03	1996-07-31	Protein that is required for vacuolar H+-ATPase (V-ATPase) function; peripheral membrane protein; not an actual component of the V-ATPase complex; functions in the assembly of the V-ATPase; localized to the yeast endoplasmic reticulum (ER)
YHR061C	S000001103	ORF	Verified		chromosome 8	L000003313	NA	2011-02-03	1996-07-31	Protein involved in initiation of budding and cellular polarization; interacts with Cdc42p via the Cdc42/Rac-interactive binding (CRIB) domain; relocalizes from bud neck to nucleus upon DNA replication stress; GIC1 has a paralog, GIC2, that arose from the whole genome duplication
YHR062C	S000001104	ORF	Verified	RNA-binding RNA processing protein RPP1	chromosome 8	L000004007	NA	2011-02-03	1996-07-31	Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs; relocalizes to the cytosol in response to hypoxia
YHR063C	S000001105	ORF	Verified	2-dehydropantoate 2-reductase PAN5	chromosome 8		NA	2011-02-03	1996-07-31	2-dehydropantoate 2-reductase; part of the pantothenic acid pathway, structurally homologous to E. coli panE
YHR063W-A	S000028778	ORF	Dubious		chromosome 8		NA	2011-02-03	2003-07-29	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps ORF SSZ1/YHR064C
YHR064C	S000001106	ORF	Verified	PDR13	chromosome 8	L000004029	NA	2011-02-03	2003-09-22|1996-07-31	Hsp70 protein that interacts with Zuo1p (a DnaJ homolog); interacts with Zuo1p to form a ribosome-associated complex that binds the ribosome via the Zuo1p subunit; also involved in pleiotropic drug resistance via sequential activation of PDR1 and PDR5; binds ATP
YHR065C	S000001107	ORF	Verified	RNA-dependent ATPase RRP3	chromosome 8	L000004225	NA	2011-02-03	2003-09-22|1996-07-31	Protein involved in rRNA processing; required for maturation of the 35S primary transcript of pre-rRNA and for cleavage leading to mature 18S rRNA; homologous to eIF-4a, which is a DEAD box RNA-dependent ATPase with helicase activity
YHR066W	S000001108	ORF	Verified	rRNA-binding ribosome biosynthesis protein	chromosome 8	L000002080	NA	2011-02-03	1996-07-31	Constituent of 66S pre-ribosomal particles; required for ribosomal large subunit maturation; functionally redundant with Ssf2p; member of the Brix family; SSF1 has a paralog, SSF2, that arose from the whole genome duplication
YHR067W	S000001109	ORF	Verified	hydroxyacyl-thioester dehydratase HTD2|RMD12	chromosome 8		NA	2011-02-03	1996-07-31	Mitochondrial 3-hydroxyacyl-thioester dehydratase; involved in fatty acid biosynthesis, required for respiratory growth and for normal mitochondrial morphology
YHR068W	S000001110	ORF	Verified	deoxyhypusine synthase	chromosome 8	L000003346	NA	2011-02-03	1996-07-31	Deoxyhypusine synthase; catalyzes formation of deoxyhypusine, the first step in hypusine biosynthesis; triggers posttranslational hypusination of translation elongation factor eIF-5A and regulates its intracellular levels; tetrameric; human homolog DHPS allows growth of yeast haploid dys1 null mutant after sporulation of heterozygous diploid
YHR069C	S000001111	ORF	Verified	exosome non-catalytic core subunit RRP4	chromosome 8	L000003549	NA	2011-02-03	1996-07-31	Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; predicted to contain RNA binding domains; has similarity to human hRrp4p (EXOSC2)
YHR070W	S000001112	ORF	Verified	tRNA (guanine) methyltransferase	chromosome 8		NA	2011-02-03	1996-07-31	tRNA(m(1)G37)methyltransferase; methylates a tRNA base adjacent to the anticodon that has a role in prevention of frameshifting; localized to both cytoplasm and mitochondria, and modifies both cytoplasmic and mitochondrial tRNAs; mutations in human ortholog TRMT5 are associated with skeletal muscle respiratory chain deficiencies, and trm5 mutations analogous to disease mutations decrease respiration
YHR069C-A	S000028779	ORF	Dubious		chromosome 8		NA	2011-02-03	2003-07-29	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps ORF TRM5/YHR070W
YHR070C-A	S000028780	ORF	Dubious		chromosome 8		NA	2011-02-03	2003-07-29	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene TRM5/YHR070W
YHR071W	S000001113	ORF	Verified		chromosome 8	L000004037	NA	2011-02-03	1996-07-31	Cyclin; interacts with and phosphorylated by Pho85p cyclin-dependent kinase (Cdk), induced by Gcn4p at level of transcription, specifically required for Gcn4p degradation, may be sensor of cellular protein biosynthetic capacity
YHR072W	S000001114	ORF	Verified	lanosterol synthase ERG7	chromosome 8	L000000573	NA	2011-02-03	1996-07-31|2011-02-03	Lanosterol synthase; an essential enzyme that catalyzes the cyclization of squalene 2,3-epoxide, a step in ergosterol biosynthesis; human LSS functionally complements the lethality of the erg7 null mutation
YHR071C-A	S000028781	ORF	Dubious		chromosome 8		NA	2011-02-03	2003-07-29	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF ERG7/YHR072W
YHR072W-A	S000007455	ORF	Verified	snoRNP complex protein NOP10	chromosome 8		NA	2011-02-03	2000-12-01	Subunit of box H/ACA snoRNP complex; required for pseudouridylation and processing of pre-18S rRNA
YHR073W	S000001115	ORF	Verified	oxysterol-binding protein related protein OSH3	chromosome 8		NA	2011-02-03	1996-07-31	Member of an oxysterol-binding protein family; this family has seven members in S. cerevisiae; family members have overlapping, redundant functions in sterol metabolism and collectively perform a function essential for viability; contains FFAT motif; interacts with ER anchor Scs2p at patches at the plasma membrane; regulated by sterol binding
YHR073W-A	S000028834	ORF	Dubious		chromosome 8		NA	2011-02-03	2003-07-29	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified ORF YHR073W; identified by expression profiling and mass spectrometry
YHR073C-B	S000028833	ORF	Dubious		chromosome 8		NA	2011-02-03	2003-07-29	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified ORF YHR073W; identified by expression profiling and mass spectrometry
YHR074W	S000001116	ORF	Verified	glutamine-dependent NAD(+) synthetase	chromosome 8	S000007569	NA	2011-02-03	1996-07-31	Glutamine-dependent NAD(+) synthetase; essential for the formation of NAD(+) from nicotinic acid adenine dinucleotide
YHR075C	S000001117	ORF	Verified	carboxylesterase-mitochondrial 37S ribosomal protein YmS2|YmS2|MRPS2	chromosome 8		NA	2011-02-03	1996-07-31	Protein with carboxyl methyl esterase activity; may have a role in demethylation of the phosphoprotein phosphatase catalytic subunit; also identified as a small subunit mitochondrial ribosomal protein
YHR076W	S000001118	ORF	Verified	type 2C protein phosphatase PTC7	chromosome 8		NA	2011-02-03	1996-07-31|2007-07-09	Type 2C serine/threonine protein phosphatase (PP2C); alternatively spliced to create two mRNA isoforms; protein from spliced form localizes to the mitochondria while the one from the unspliced form is localized to the nuclear envelope; activates coenzyme Q6 biosynthesis by dephosphorylation of demethoxy-Q6 hydroxylase Coq7p
YHR077C	S000001119	ORF	Verified	SUP111|UPF2|SUA1|IFS1	chromosome 8	L000001257|S000029548|L000002230	51	2011-02-03	1999-11-17|1996-07-31	Protein involved in the nonsense-mediated mRNA decay (NMD) pathway; interacts with Nam7p and Upf3p; involved in telomere maintenance
YHR078W	S000001120	ORF	Uncharacterized		chromosome 8		NA	2011-02-03	1996-07-31	High osmolarity-regulated gene of unknown function
YHR079C	S000001121	ORF	Verified	bifunctional endoribonuclease/protein kinase IRE1|ERN1	chromosome 8	L000000875	NA	2011-02-03	1996-07-31	Serine-threonine kinase and endoribonuclease; transmembrane protein that mediates the unfolded protein response (UPR) by regulating Hac1p synthesis through HAC1 mRNA splicing; role in homeostatic adaptation to ER stress; Kar2p binds inactive Ire1p and releases from it upon ER stress
YHR079C-A	S000001957	ORF	Verified	YHR079BC|YHR079C-B	chromosome 8	L000002893	NA	2011-02-03	1996-07-31|2005-11-03	Meiosis-specific protein involved in meiotic recombination; involved in DMC1-dependent meiotic recombination; forms heterodimer with Mei5p; proposed to be an assembly factor for Dmc1p
YHR080C	S000001122	ORF	Verified	LTC3	chromosome 8		NA	2011-02-03	1996-07-31	Sterol-binding protein that localizes to puncta in the cortical ER; sterol binding occurs via two StART-like domains; one of six StART-like domain-containing proteins in yeast that may be involved in intracellular sterol transfer between membranes; conserved across eukaryotes; has both GRAM and StART-like (VASt) domains; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
YHR081W	S000001123	ORF	Verified	RRP47|YC1D	chromosome 8		NA	2011-02-03	1996-07-31	Nuclear exosome-associated nucleic acid binding protein; involved in RNA processing, surveillance, degradation, tethering, and export; forms a stable heterodimer with Rrp6p and regulates its exonucleolytic activity; rapidly degraded by the proteasome in the absence of Rrp6p; homolog of mammalian nuclear matrix protein C1D involved in regulation of DNA repair and recombination
YHR082C	S000001124	ORF	Verified	putative serine/threonine protein kinase KSP1	chromosome 8	L000000921	NA	2011-02-03	1996-07-31	Serine/threonine protein kinase; associates with TORC1 and likely involved in TOR signaling cascades; negative regulator of autophagy; nuclear translocation required for haploid filamentous growth; regulates filamentous growth induced nuclear translocation of Bcy1p, Fus3p, and Sks1p; overproduction causes allele-specific suppression of prp20-10; protein abundance increases in response to DNA replication stress
YHR083W	S000001125	ORF	Verified	SAM complex subunit SAM35|TOM38|TOB38|FMP20	chromosome 8		NA	2011-02-03	1996-07-31	Component of the sorting and assembly machinery (SAM) complex; the SAM (or TOB) complex is located in the mitochondrial outer membrane; the complex binds precursors of beta-barrel proteins and facilitates their insertion into the outer membrane
YHR084W	S000001126	ORF	Verified	homeodomain family transcription factor STE12	chromosome 8	L000002119	65.64	2011-02-03	1996-07-31	Transcription factor that is activated by a MAPK signaling cascade; activates genes involved in mating or pseudohyphal/invasive growth pathways; cooperates with Tec1p transcription factor to regulate genes specific for invasive growth
YHR085W	S000001127	ORF	Verified		chromosome 8		NA	2011-02-03	1996-07-31	Component of the Rix1 complex and possibly pre-replicative complexes; required for processing of ITS2 sequences from 35S pre-rRNA; component of the pre-60S ribosomal particle with the dynein-related AAA-type ATPase Mdn1p; required for pre-replicative complex (pre-RC) formation and maintenance during DNA replication licensing; relocalizes to the cytosol in response to hypoxia; essential gene
YHR086W	S000001128	ORF	Verified	MUD15|MRE2	chromosome 8	L000001147|L000001230	NA	2011-02-03	1996-07-31	RNA binding protein, component of the U1 snRNP protein; mutants are defective in meiotic recombination and in formation of viable spores, involved in the formation of DSBs through meiosis-specific splicing of REC107 pre-mRNA; Nam8p regulon embraces the meiotic pre-mRNAs of REC107, HFM1, AMA1 SPO22 and PCH2; the putative RNA binding domains RRM2 and RRM3 are required for Nam8p meiotic function
YHR086W-A	S000028552	ORF	Uncharacterized		chromosome 8		NA	2011-02-03	2003-07-29	Putative protein of unknown function; identified by fungal homology and RT-PCR; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively
YHR087W	S000001129	ORF	Verified	HGI1	chromosome 8		NA	2011-02-03	1996-07-31	Protein of unknown function involved in RNA metabolism; has structural similarity to SBDS, the human protein mutated in Shwachman-Diamond Syndrome (the yeast SBDS ortholog = SDO1); null mutation suppresses cdc13-1 temperature sensitivity; protein abundance increases in response to DNA replication stress
YHR088W	S000001130	ORF	Verified	rRNA-binding ribosome biosynthesis protein RPF1	chromosome 8		NA	2011-02-03	1996-07-31	Protein involved in assembly and export of the large ribosomal subunit; nucleolar protein; constituent of 66S pre-ribosomal particles; contains a sigma(70)-like motif, which is thought to bind RNA
YHR089C	S000001131	ORF	Verified	H/ACA snoRNP pseudouridylase subunit GAR1	chromosome 8	L000000668	NA	2011-02-03	1996-07-31	Protein component of the H/ACA snoRNP pseudouridylase complex; involved in the modification and cleavage of the 18S pre-rRNA
YHR090C	S000001132	ORF	Verified	histone acetyltransferase YNG2|EAF4|NBN1	chromosome 8	L000004452	NA	2011-02-03	1996-07-31	Subunit of NuA4, an essential histone acetyltransferase complex; positions Piccolo NuA4 for efficient acetylation of histone H4 or histone H2A; relocalizes to the cytosol in response to hypoxia; similar to human tumor suppressor ING1 and its isoforms ING4 and ING5
YHR091C	S000001133	ORF	Verified	arginine--tRNA ligase MSR1	chromosome 8	L000002618	NA	2011-02-03	1996-07-31	Mitochondrial arginyl-tRNA synthetase; mutations in human ortholog are associated with pontocerebellar hypoplasia type 6; MSR1 has a paralog, YDR341C, that arose from the whole genome duplication
YHR092C	S000001134	ORF	Verified	hexose transporter HXT4|RAG1|LGT1	chromosome 8	L000000838	NA	2011-02-03	1996-07-31|2011-02-03	High-affinity glucose transporter; member of the major facilitator superfamily, expression is induced by low levels of glucose and repressed by high levels of glucose; HXT4 has a paralog, HXT7, that arose from the whole genome duplication
YHR093W	S000001135	ORF	Dubious		chromosome 8	L000000065	NA	2011-02-03	1996-07-31	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; multicopy suppressor of glucose transport defects, likely due to the presence of an HXT4 regulatory element in the region
YHR094C	S000001136	ORF	Verified	hexose transporter HXT1|HOR4	chromosome 8	L000000835	66.54	2011-02-03	1996-07-31	Low-affinity glucose transporter of the major facilitator superfamily; expression is induced by Hxk2p in the presence of glucose and repressed by Rgt1p when glucose is limiting; HXT1 has a paralog, HXT6, what arose from the whole genome duplication
YHR095W	S000001137	ORF	Dubious		chromosome 8		NA	2011-02-03	1996-07-31|2011-02-03	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YHR096C	S000001138	ORF	Verified	hexose transporter HXT5	chromosome 8	L000000839	NA	2011-02-03	1996-07-31	Hexose transporter with moderate affinity for glucose; induced in the presence of non-fermentable carbon sources, induced by a decrease in growth rate, contains an extended N-terminal domain relative to other HXTs; HXT5 has a paralog, HXT3, that arose from the whole genome duplication
YHR097C	S000001139	ORF	Uncharacterized		chromosome 8		NA	2011-02-03	1996-07-31	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and the nucleus; YHR097C has a paralog, PAL1, that arose from the whole genome duplication
YHR098C	S000001140	ORF	Verified	LST1	chromosome 8	L000004659	NA	2011-02-03	1996-07-31	Component of the Sec23p-Sfb3p heterodimer of the COPII vesicle coat; COPII coat is required for cargo selection during vesicle formation in ER to Golgi transport; scaffolding function of Lst1p required to generate vesicles that can accommodate difficult cargo proteins that include large oligomeric assemblies and asymmetrically distributed membrane proteins; homologous to Sec24p and Sfb2p
YHR099W	S000001141	ORF	Verified	histone acetyltransferase TRA1	chromosome 8	L000003945	NA	2011-02-03	1996-07-31	Subunit of SAGA and NuA4 histone acetyltransferase complexes; interacts with acidic activators (e.g., Gal4p) which leads to transcription activation; similar to human TRRAP, which is a cofactor for c-Myc mediated oncogenic transformation
YHR100C	S000001142	ORF	Verified	phosphatidylglycerophosphatase	chromosome 8		NA	2011-02-03	1996-07-31	Mitochondrial phosphatidylglycerophosphatase (PGP phosphatase); dephosphorylates phosphatidylglycerolphosphate to generate phosphatidylglycerol, an essential step during cardiolipin biosynthesis; null mutant is sensitive to tunicamycin, DTT
YHR101C	S000001143	ORF	Verified		chromosome 8	L000003416	NA	2011-02-03	1996-07-31	Integral membrane protein of the endoplasmic reticulum; required for normal content of cell wall beta-1,6-glucan
YHR102W	S000001144	ORF	Verified	putative serine/threonine protein kinase KIC1|NRK1	chromosome 8	L000001276	NA	2011-02-03	1996-07-31	Protein kinase of the PAK/Ste20 family, required for cell integrity; physically interacts with Cdc31p (centrin), which is a component of the spindle pole body; part of the RAM network that regulates cellular polarity and morphogenesis
YHR103W	S000001145	ORF	Verified		chromosome 8	L000003101	NA	2011-02-03	1996-07-31	Protein involved in bud growth; involved in the transport of cell wall components from the Golgi to the cell surface; similar in structure and functionally redundant with Sbe2p; SBE22 has a paralog, SBE2, that arose from the whole genome duplication
YHR104W	S000001146	ORF	Verified	trifunctional aldehyde reductase/xylose reductase/glucose 1-dehydrogenase (NADP(+))	chromosome 8	L000004178	NA	2011-02-03	1996-07-31	Aldose reductase; involved in methylglyoxal, d-xylose, arabinose, and galactose metabolism; stress induced (osmotic, ionic, oxidative, heat shock, starvation and heavy metals); regulated by the HOG pathway; protein abundance increases in response to DNA replication stress
YHR105W	S000001147	ORF	Verified		chromosome 8		NA	2011-02-03	1996-07-31	Endosomal protein of unknown function; contains a phox (PX) homology domain; binds to both phosphatidylinositol-3-phosphate (PtdIns(3)P) and proteins involved in ER-Golgi or vesicular transport
YHR106W	S000001148	ORF	Verified	thioredoxin-disulfide reductase TRR2	chromosome 8	L000003954	NA	2011-02-03	1996-07-31	Mitochondrial thioredoxin reductase; involved in protection against oxidative stress, required with Glr1p to maintain the redox state of Trx3p; contains active-site motif (CAVC) present in prokaryotic orthologs; binds NADPH and FAD; TRR2 has a paralog, TRR1, that arose from the whole genome duplication
YHR107C	S000001149	ORF	Verified	septin CDC12|PSL7|CLA10	chromosome 8	L000000348|L000000252	68.14	2011-02-03	1996-07-31	Component of the septin ring that is required for cytokinesis; septins are GTP-binding proteins that assemble into rod-like hetero-oligomers that can associate with other rods to form filaments; septin rings at the mother-bud neck act as scaffolds for recruiting cell division factors and as barriers to prevent diffusion of specific proteins between mother and daughter cells
YHR108W	S000001150	ORF	Verified	phosphatidylinositol 4-phosphate-binding protein	chromosome 8	S000007494	NA	2011-02-03	1996-07-31	Protein that regulates Arf1p, Arf2p to facilitate Golgi trafficking; binds phosphatidylinositol 4-phosphate, which plays a role in TGN localization; has homology to gamma-adaptin; GGA2 has a paralog, GGA1, that arose from the whole genome duplication
YHR109W	S000001151	ORF	Verified	cytochrome c lysine N-methyltransferase	chromosome 8	S000007504	NA	2011-02-03	1996-07-31	Cytochrome c lysine methyltransferase; trimethylates residue 72 of apo-cytochrome c (Cyc1p) in the cytosol; not required for normal respiratory growth
YHR110W	S000001152	ORF	Verified		chromosome 8	L000004682	NA	2011-02-03	1996-07-31	Protein with similarity to Emp24p and Erv25p; member of the p24 family involved in ER to Golgi transport
YHR111W	S000001153	ORF	Verified	YHR1	chromosome 8		NA	2011-02-03	1996-07-31	E1-like protein that activates Urm1p before urmylation; also acts in thiolation of the wobble base of cytoplasmic tRNAs by adenylating and then thiolating Urm1p; receives sulfur from Tum1p
YHR112C	S000001154	ORF	Verified	putative cystathionine beta-lyase	chromosome 8		NA	2011-02-03	1996-07-31	Protein of unknown function; localizes to the cytoplasm and nucleus; overexpression affects protein trafficking through the endocytic pathway
YHR113W	S000001155	ORF	Verified	aspartyl aminopeptidase	chromosome 8		NA	2011-02-03	1996-07-31	Cytoplasmic aspartyl aminopeptidase with possible vacuole function; Cvt pathway cargo protein; cleaves unblocked N-terminal acidic amino acids from peptide substrates; forms a 12-subunit homo-oligomer; M18 metalloprotease family
YHR114W	S000001156	ORF	Verified	LSB7	chromosome 8		NA	2011-02-03	1996-07-31	SH3 domain protein implicated in regulating actin polymerization; able to recruit actin polymerization machinery through its SH3 domains; colocalizes with cortical actin patches and Las17p; interacts with type I myosins
YHR115C	S000001157	ORF	Verified	ubiquitin-conjugating protein DMA1|CHF1	chromosome 8	S000029719	NA	2011-02-03	1996-07-31	Ubiquitin-protein ligase (E3); controls septin dynamics, spindle position checkpoint (SPOC) with ligase Dma2p by regulating recruitment of Elm1p to bud neck; regulates levels of eIF2 subunit Gcd11p, as well as abundance, localization, and ubiquitination of Cdk inhibitory kinase Swe1p; ubiquitinates cyclin Pcl1p; ortholog of human RNF8, similar to human Chfr; contains FHA, RING fingers; DMA1 has a paralog, DMA2, that arose from the whole genome duplication
YHR116W	S000001158	ORF	Verified		chromosome 8		NA	2011-02-03	1996-07-31	Protein that functions in mitochondrial copper homeostasis; mitochondrial intermembrane space protein; essential for functional cytochrome oxidase expression; homologous to Cox17p; contains twin cysteine-x9-cysteine motifs
