Feature name (mandatory)	Gene name (locus name)	Chromosome	Start Coordinate	Stop Coordinate	Strand	Description	rep("Candida glabrata", nrow(inter))	paste0("http://www.candidagenome.org/cgi-bin/locus.pl?dbid=", 
C6_02250W_B		Ca22chr6B_C_albicans_SC5314	466277	467416	W	Predicted methyltransferase; downregulated by fluphenazine treatment or in an azole-resistant strain that overexpresses CDR1 and CDR2	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000189625
C6_02260C_A	SEC27	Ca22chr6A_C_albicans_SC5314	470486	467667	C	Ortholog(s) have ubiquitin binding activity	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000201645
C6_02260C_B	SEC27	Ca22chr6B_C_albicans_SC5314	470443	467627	C	Ortholog(s) have ubiquitin binding activity	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000173994
C6_02270C_A	ALG11	Ca22chr6A_C_albicans_SC5314	472793	470964	C	Alpha-1,2-mannosyltransferase; catalyzes sequential addition of 2 terminal alpha 1,2-mannose residues to the Man5GlcNAc2-PP-dolichol intermediate during asparagine-linked glycosylation in the ER; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000201912
C6_02270C_B	ALG11	Ca22chr6B_C_albicans_SC5314	472750	470921	C	Alpha-1,2-mannosyltransferase; catalyzes sequential addition of 2 terminal alpha 1,2-mannose residues to the Man5GlcNAc2-PP-dolichol intermediate during asparagine-linked glycosylation in the ER; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000178418
C6_02280W_A		Ca22chr6A_C_albicans_SC5314	474133	475320	W	S. cerevisiae ortholog Stb1 has a role in regulation of MBF-specific transcription at Start; induced in a cyr1 null mutant; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000196675
C6_02280W_B		Ca22chr6B_C_albicans_SC5314	474084	475271	W	S. cerevisiae ortholog Stb1 has a role in regulation of MBF-specific transcription at Start; induced in a cyr1 null mutant; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000177807
C6_02290C_A		Ca22chr6A_C_albicans_SC5314	478013	475632	C	Putative flavodoxin; similar to S. cerevisiae Tyw1, an iron-sulfur protein required for synthesis of wybutosine modified tRNA; predicted Kex2p substrate; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000201526
C6_02290C_B		Ca22chr6B_C_albicans_SC5314	477966	475585	C	Putative flavodoxin; similar to S. cerevisiae Tyw1, an iron-sulfur protein required for synthesis of wybutosine modified tRNA; predicted Kex2p substrate; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000185883
C6_02300C_A		Ca22chr6A_C_albicans_SC5314	478916	478575	C	Protein with a predicted anaphase-promoting complex APC subunit 1 CDC26 domain; Hap43-repressed gene	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000180566
C6_02300C_B		Ca22chr6B_C_albicans_SC5314	478869	478528	C	Protein with a predicted anaphase-promoting complex APC subunit 1 CDC26 domain; Hap43-repressed gene	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000192752
C6_02310W_A		Ca22chr6A_C_albicans_SC5314	479401	481050	W	Ortholog(s) have enzyme activator activity, histone acetyltransferase activity, structural molecule activity	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000187221
C6_02310W_B		Ca22chr6B_C_albicans_SC5314	479355	481004	W	Ortholog(s) have enzyme activator activity, histone acetyltransferase activity, structural molecule activity	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000176269
C6_02320C_A	IPL1	Ca22chr6A_C_albicans_SC5314	482839	481253	C	Putative Aurora kinase; Hap43-induced; induced during planktonic growth; possibly an essential gene, disruptants not obtained by UAU1 method	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000183313
C6_02320C_B	IPL1	Ca22chr6B_C_albicans_SC5314	482798	481206	C	Putative Aurora kinase; Hap43-induced; induced during planktonic growth; possibly an essential gene, disruptants not obtained by UAU1 method	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000195656
C6_02330W_A		Ca22chr6A_C_albicans_SC5314	486452	487012	W	Described as a Gag-related protein; hyphal induced; downregulation correlates with clinical development of fluconazole resistance; repressed by nitric oxide, 17-beta-estradiol, ethynyl estradiol	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000187820
C6_02330W_B		Ca22chr6B_C_albicans_SC5314	486408	486968	W	Described as a Gag-related protein; hyphal induced; downregulation correlates with clinical development of fluconazole resistance; repressed by nitric oxide, 17-beta-estradiol, ethynyl estradiol	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000198024
C6_02340W_A	HRR25	Ca22chr6A_C_albicans_SC5314	489805	491106	W	Predicted protein serine/threonine kinase; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000187651
C6_02340W_B	HRR25	Ca22chr6B_C_albicans_SC5314	489756	491057	W	Predicted protein serine/threonine kinase; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000195652
C6_02350C_A		Ca22chr6A_C_albicans_SC5314	493362	491416	C	Putative pseudouridine synthase; predicted role in snRNA pseudouridine synthesis, tRNA pseudouridine synthesis; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000183350
C6_02350C_B		Ca22chr6B_C_albicans_SC5314	493312	491365	C	Putative pseudouridine synthase; predicted role in snRNA pseudouridine synthesis, tRNA pseudouridine synthesis; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000195438
C6_02360W_A	NIP7	Ca22chr6A_C_albicans_SC5314	493517	494062	W	Putative nucleolar protein with role in ribosomal assembly; hyphal-induced; Hap43-induced; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000185986
C6_02360W_B	NIP7	Ca22chr6B_C_albicans_SC5314	493466	494011	W	Putative nucleolar protein with role in ribosomal assembly; hyphal-induced; Hap43-induced; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000176365
C6_02370C_A		Ca22chr6A_C_albicans_SC5314	495677	494226	C	Ortholog(s) have structural constituent of ribosome activity and mitochondrial small ribosomal subunit localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000183555
C6_02370C_B		Ca22chr6B_C_albicans_SC5314	495626	494175	C	Ortholog(s) have structural constituent of ribosome activity and mitochondrial small ribosomal subunit localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000191079
C6_02380W_A		Ca22chr6A_C_albicans_SC5314	496005	497672	W	Putative mitochondrial ATP-dependent RNA helicase of the DEAD-box family, transcription is activated in the presence of elevated CO2	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000186407
C6_02380W_B		Ca22chr6B_C_albicans_SC5314	495955	497622	W	Putative mitochondrial ATP-dependent RNA helicase of the DEAD-box family, transcription is activated in the presence of elevated CO2	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000198218
C6_02390W_A		Ca22chr6A_C_albicans_SC5314	497760	497843	W	C/D box small nucleolar RNA (snoRNA)	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000195003
C6_02390W_B		Ca22chr6B_C_albicans_SC5314	497710	497793	W	C/D box small nucleolar RNA (snoRNA)	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000189016
C6_02400W_A		Ca22chr6A_C_albicans_SC5314	498068	498158	W	C/D box small nucleolar RNA (snoRNA)	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000197720
C6_02400W_B		Ca22chr6B_C_albicans_SC5314	498020	498110	W	C/D box small nucleolar RNA (snoRNA)	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000185752
C6_02410W_A		Ca22chr6A_C_albicans_SC5314	499151	500542	W	Ortholog(s) have NAD+ diphosphatase activity, role in NADH metabolic process and peroxisome localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000197881
C6_02410W_B		Ca22chr6B_C_albicans_SC5314	499104	500495	W	Ortholog(s) have NAD+ diphosphatase activity, role in NADH metabolic process and peroxisome localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000174802
C6_02420W_A		Ca22chr6A_C_albicans_SC5314	501489	502706	W	Putative phosphatidyl glycerol phospholipase C; Plc1-regulated; flow model biofilm induced; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000198449
C6_02420W_B		Ca22chr6B_C_albicans_SC5314	501445	502662	W	Putative phosphatidyl glycerol phospholipase C; Plc1-regulated; flow model biofilm induced; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000183249
C6_02430W_A		Ca22chr6A_C_albicans_SC5314	503335	507153	W	Ortholog(s) have role in chromatin silencing at telomere, negative regulation of transcription from RNA polymerase II promoter by pheromones and CHRAC localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000195592
C6_02430W_B		Ca22chr6B_C_albicans_SC5314	503291	507097	W	Ortholog(s) have role in chromatin silencing at telomere, negative regulation of transcription from RNA polymerase II promoter by pheromones and CHRAC localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000179438
C6_02440C_A	PRP45	Ca22chr6A_C_albicans_SC5314	508085	507225	C	Protein required for pre-mRNA splicing; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000177849
C6_02440C_B	PRP45	Ca22chr6B_C_albicans_SC5314	508029	507169	C	Protein required for pre-mRNA splicing; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000186533
C6_02450W_A		Ca22chr6A_C_albicans_SC5314	508862	509665	W	Ortholog of S. pombe SPCC550.08, an N-acetyltransferase; transcript induced during growth in the mouse cecum	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000198503
C6_02450W_B		Ca22chr6B_C_albicans_SC5314	508808	509611	W	Ortholog of S. pombe SPCC550.08, an N-acetyltransferase; transcript induced during growth in the mouse cecum	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000186319
C6_02460C_A		Ca22chr6A_C_albicans_SC5314	510749	509769	C	Ortholog(s) have ribosome binding activity and role in mitochondrial respiratory chain complex III assembly, positive regulation of mitochondrial translation	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000197492
C6_02460C_B		Ca22chr6B_C_albicans_SC5314	510695	509715	C	Ortholog(s) have ribosome binding activity and role in mitochondrial respiratory chain complex III assembly, positive regulation of mitochondrial translation	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000185805
C6_02470W_A		Ca22chr6A_C_albicans_SC5314	511041	512948	W	Ortholog(s) have role in SRP-dependent cotranslational protein targeting to membrane, translocation and signal recognition particle, endoplasmic reticulum targeting localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000185251
C6_02470W_B		Ca22chr6B_C_albicans_SC5314	510988	512895	W	Ortholog(s) have role in SRP-dependent cotranslational protein targeting to membrane, translocation and signal recognition particle, endoplasmic reticulum targeting localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000201304
C6_02480W_A		Ca22chr6A_C_albicans_SC5314	514254	515363	W	Similar to alcohol dehydrogenases; induced by benomyl treatment, nitric oxide; induced in core stress response; oxidative stress-induced via Cap1; Spider biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000187810
C6_02480W_B		Ca22chr6B_C_albicans_SC5314	514204	515313	W	Similar to alcohol dehydrogenases; induced by benomyl treatment, nitric oxide; induced in core stress response; oxidative stress-induced via Cap1; Spider biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000176454
C6_02490C_A		Ca22chr6A_C_albicans_SC5314	516388	515648	C	Protein of unknown function; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000188828
C6_02490C_B		Ca22chr6B_C_albicans_SC5314	516338	515598	C	Protein of unknown function; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000176816
C6_02500C_A	GCV1	Ca22chr6A_C_albicans_SC5314	518897	517713	C	Putative T subunit of glycine decarboxylase; transcript negatively regulated by Sfu1; Spider biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000177615
C6_02500C_B	GCV1	Ca22chr6B_C_albicans_SC5314	518849	517665	C	Putative T subunit of glycine decarboxylase; transcript negatively regulated by Sfu1; Spider biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000186839
C6_02510C_A	ASG7	Ca22chr6A_C_albicans_SC5314	519686	519240	C	a-cell specific protein of unknown function; two predicted transmembrane domains; member of conserved Mcm1 regulon; induced by alpha pheromone in SpiderM medium	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000198453
C6_02510C_B	ASG7	Ca22chr6B_C_albicans_SC5314	519638	519192	C	a-cell specific protein of unknown function; two predicted transmembrane domains; member of conserved Mcm1 regulon; induced by alpha pheromone in SpiderM medium	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000182310
C6_02520W_A	ISA1	Ca22chr6A_C_albicans_SC5314	520747	521556	W	Putative mitochondrial iron-sulfur protein; alkaline repressed; induced in high iron; regulated by Sef1, Sfu1, Hap43; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000189095
C6_02520W_B	ISA1	Ca22chr6B_C_albicans_SC5314	520699	521508	W	Putative mitochondrial iron-sulfur protein; alkaline repressed; induced in high iron; regulated by Sef1, Sfu1, Hap43; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000180142
C6_02530C_A		Ca22chr6A_C_albicans_SC5314	522290	521838	C	Ortholog of C. dubliniensis CD36 : Cd36_62760, C. parapsilosis CDC317 : CPAR2_601700, Candida tenuis NRRL Y-1498 : CANTEDRAFT_115220 and Debaryomyces hansenii CBS767 : DEHA2A06666g	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000195626
C6_02530C_B		Ca22chr6B_C_albicans_SC5314	522242	521790	C	Ortholog of C. dubliniensis CD36 : Cd36_62760, C. parapsilosis CDC317 : CPAR2_601700, Candida tenuis NRRL Y-1498 : CANTEDRAFT_115220 and Debaryomyces hansenii CBS767 : DEHA2A06666g	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000187714
C6_02540C_A		Ca22chr6A_C_albicans_SC5314	523275	522595	C	Ortholog of C. dubliniensis CD36 : Cd36_62780, C. parapsilosis CDC317 : CPAR2_601690, Candida tenuis NRRL Y-1498 : CANTEDRAFT_113271 and Debaryomyces hansenii CBS767 : DEHA2A06644g	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000184524
C6_02540C_B		Ca22chr6B_C_albicans_SC5314	523227	522547	C	Ortholog of C. dubliniensis CD36 : Cd36_62780, C. parapsilosis CDC317 : CPAR2_601690, Candida tenuis NRRL Y-1498 : CANTEDRAFT_113271 and Debaryomyces hansenii CBS767 : DEHA2A06644g	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000196542
C6_02550W_A		Ca22chr6A_C_albicans_SC5314	523443	524150	W	Ortholog of C. dubliniensis CD36 : Cd36_62790, C. parapsilosis CDC317 : CPAR2_601680, Candida tenuis NRRL Y-1498 : cten_CGOB_00252 and Debaryomyces hansenii CBS767 : DEHA2A06622g	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000179889
C6_02550W_B		Ca22chr6B_C_albicans_SC5314	523395	524102	W	Ortholog of C. dubliniensis CD36 : Cd36_62790, C. parapsilosis CDC317 : CPAR2_601680, Candida tenuis NRRL Y-1498 : cten_CGOB_00252 and Debaryomyces hansenii CBS767 : DEHA2A06622g	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000189644
C6_02560W_A		Ca22chr6A_C_albicans_SC5314	524474	525520	W	Putative oxidoreductase; protein levels affected by URA3 expression in CAI-4 strain background; Efg1, Efh1 regulated; Rgt1-repressed; protein present in exponential and stationary growth phase yeast; rat catheter biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000178081
C6_02560W_B		Ca22chr6B_C_albicans_SC5314	524426	525472	W	Putative oxidoreductase; protein levels affected by URA3 expression in CAI-4 strain background; Efg1, Efh1 regulated; Rgt1-repressed; protein present in exponential and stationary growth phase yeast; rat catheter biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000193604
C6_02570C_A	SEC20	Ca22chr6A_C_albicans_SC5314	526570	525572	C	Essential protein; similar to S. cerevisiae Sec20p; depletion causes membrane accumulation and drug sensitivity; expression regulated by growth phase; O-mannosylation regulates proteolysis; does not complement S. cerevisiae sec20-1 mutant	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000190449
C6_02570C_B	SEC20	Ca22chr6B_C_albicans_SC5314	526522	525524	C	Essential protein; similar to S. cerevisiae Sec20p; depletion causes membrane accumulation and drug sensitivity; expression regulated by growth phase; O-mannosylation regulates proteolysis; does not complement S. cerevisiae sec20-1 mutant	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000193324
C6_02580W_A		Ca22chr6A_C_albicans_SC5314	526774	528267	W	Protein with a predicted role in 5.8S rRNA processing; flow model biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000199590
C6_02580W_B		Ca22chr6B_C_albicans_SC5314	526726	528219	W	Protein with a predicted role in 5.8S rRNA processing; flow model biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000186571
C6_02590C_A	MOB1	Ca22chr6A_C_albicans_SC5314	529094	528273	C	Putative mitotic exit network component; periodic mRNA expression, peak at cell-cycle G2/M phase	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000180685
C6_02590C_B	MOB1	Ca22chr6B_C_albicans_SC5314	529046	528225	C	Putative mitotic exit network component; periodic mRNA expression, peak at cell-cycle G2/M phase	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000193113
C6_02600W_A	NAB3	Ca22chr6A_C_albicans_SC5314	529546	532056	W	Putative nuclear polyadenylated RNA-binding protein; flucytosine repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000196610
C6_02600W_B	NAB3	Ca22chr6B_C_albicans_SC5314	529496	532006	W	Putative nuclear polyadenylated RNA-binding protein; flucytosine repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000176206
C6_02610C_A	CDC37	Ca22chr6A_C_albicans_SC5314	533732	532206	C	Chaperone for Crk1p; interacts with Crk1p kinase domain and with Sti1p; putative phosphorylation site at Ser14; functional homolog of S. cerevisiae Cdc37p; likely to be essential for growth; regulated by Gcn2p and Gcn4p	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000192456
C6_02610C_B	CDC37	Ca22chr6B_C_albicans_SC5314	533680	532157	C	Chaperone for Crk1p; interacts with Crk1p kinase domain and with Sti1p; putative phosphorylation site at Ser14; functional homolog of S. cerevisiae Cdc37p; likely to be essential for growth; regulated by Gcn2p and Gcn4p	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000183075
C6_02620C_A		Ca22chr6A_C_albicans_SC5314	534433	534068	C	Protein of unknown function; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000173955
C6_02620C_B		Ca22chr6B_C_albicans_SC5314	534381	534016	C	Protein of unknown function; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000182346
C6_02630C_A		Ca22chr6A_C_albicans_SC5314	537278	534981	C	Ortholog(s) have guanyl-nucleotide exchange factor activity, ubiquitin binding activity	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000186676
C6_02630C_B		Ca22chr6B_C_albicans_SC5314	537225	534928	C	Ortholog(s) have guanyl-nucleotide exchange factor activity, ubiquitin binding activity	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000198673
C6_02640C_A		Ca22chr6A_C_albicans_SC5314	538826	537774	C	Protein with a predicted role in mitotic spindle elongation, vesicle-mediated transport; flow model biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000193676
C6_02640C_B		Ca22chr6B_C_albicans_SC5314	538775	537723	C	Protein with a predicted role in mitotic spindle elongation, vesicle-mediated transport; flow model biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000197285
C6_02650C_A		Ca22chr6A_C_albicans_SC5314	540637	539180	C	Predicted membrane transporter, member of the anion:cation symporter (ACS) family, major facilitator superfamily (MFS)	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000174828
C6_02650C_B		Ca22chr6B_C_albicans_SC5314	540586	539129	C	Predicted membrane transporter, member of the anion:cation symporter (ACS) family, major facilitator superfamily (MFS)	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000191486
C6_02660C_A		Ca22chr6A_C_albicans_SC5314	543302	541584	C	Has domain(s) with predicted amidase activity, carbon-nitrogen ligase activity, with glutamine as amido-N-donor activity	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000188222
C6_02660C_B		Ca22chr6B_C_albicans_SC5314	543251	541533	C	Has domain(s) with predicted amidase activity, carbon-nitrogen ligase activity, with glutamine as amido-N-donor activity	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000180457
C6_02670C_A	WSC2	Ca22chr6A_C_albicans_SC5314	548802	547501	C	Putative cell wall integrity and stress response protein; mRNA binds She3; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000182898
C6_02670C_B	WSC2	Ca22chr6B_C_albicans_SC5314	548747	547449	C	Putative cell wall integrity and stress response protein; mRNA binds She3; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000177823
C6_02680W_A		Ca22chr6A_C_albicans_SC5314	552562	553404	W	Ortholog(s) have SNAP receptor activity, role in retrograde vesicle-mediated transport, Golgi to ER and SNARE complex, integral component of cytoplasmic side of endoplasmic reticulum membrane localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000198891
C6_02680W_B		Ca22chr6B_C_albicans_SC5314	552507	553349	W	Ortholog(s) have SNAP receptor activity, role in retrograde vesicle-mediated transport, Golgi to ER and SNARE complex, integral component of cytoplasmic side of endoplasmic reticulum membrane localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000192488
C6_02690C_A		Ca22chr6A_C_albicans_SC5314	555881	553947	C	Protein with similarity to S. pombe Nrd1p; transcription induced upon induction of hyphal growth; regulated by Cph1p, Efg1p, Cph2p; low-level expression; alkaline upregulated; fungal-specific (no human or murine homolog)	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000201649
C6_02690C_B		Ca22chr6B_C_albicans_SC5314	555831	553894	C	Protein with similarity to S. pombe Nrd1p; transcription induced upon induction of hyphal growth; regulated by Cph1p, Efg1p, Cph2p; low-level expression; alkaline upregulated; fungal-specific (no human or murine homolog)	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000185685
C6_02700C_A		Ca22chr6A_C_albicans_SC5314	557501	556993	C	Long terminal repeat (LTR); about 518 bp long, 4 copies per genome	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000201269
C6_02700C_B		Ca22chr6B_C_albicans_SC5314	557452	556944	C	Long terminal repeat (LTR); about 518 bp long, 4 copies per genome	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000186822
C6_02710C_A	SAP6	Ca22chr6A_C_albicans_SC5314	559408	558152	C	Biofilm-specific aspartyl protease; expressed during hyphal growth, oral carriage, infection; virulence role affecte by URA3; N-glycosylated; rat catheter biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000179762
C6_02710C_B	SAP6	Ca22chr6B_C_albicans_SC5314	559359	558103	C	Biofilm-specific aspartyl protease; expressed during hyphal growth, oral carriage, infection; virulence role affecte by URA3; N-glycosylated; rat catheter biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000195485
C6_02720C_A		Ca22chr6A_C_albicans_SC5314	563818	561383	C	Has domain(s) with predicted zinc ion binding activity and role in intracellular protein transport, vesicle-mediated transport	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000193295
C6_02720C_B		Ca22chr6B_C_albicans_SC5314	563770	561335	C	Has domain(s) with predicted zinc ion binding activity and role in intracellular protein transport, vesicle-mediated transport	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000174062
C6_02730W_A	SAC6	Ca22chr6A_C_albicans_SC5314	564311	566254	W	Fimbrin; actin filament bundling protein; involved in hyphal growth, oxidative stress response and virulence; transcript regulated by Nrg1 and Mig1; protein level decreases in stationary phase	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000191261
C6_02730W_B	SAC6	Ca22chr6B_C_albicans_SC5314	564262	566205	W	Fimbrin; actin filament bundling protein; involved in hyphal growth, oxidative stress response and virulence; transcript regulated by Nrg1 and Mig1; protein level decreases in stationary phase	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000179281
C6_02740W_A		Ca22chr6A_C_albicans_SC5314	566592	566915	W	Protein of unknown function; Hap43-repressed gene	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000174836
C6_02740W_B		Ca22chr6B_C_albicans_SC5314	566542	566865	W	Protein of unknown function; Hap43-repressed gene	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000190359
C6_02750C_A	LYS14	Ca22chr6A_C_albicans_SC5314	568881	567103	C	Zn(II)2Cys6 transcription factor; has similarity to S. cerevisiae Lys14, which is a transcription factor involved in the regulation of lysine biosynthesis genes	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000176046
